Session ID,Customer ID,Pages Visited,Timestamp Interaction
SESS_2330,CUST_0862,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2023-11-03 17:52:23
SESS_2331,CUST_0678,"['Checkout Page', 'Homepage', 'Cart Page', 'Product Detail Page', 'Category Page', 'Order Confirmation Page']",2022-08-10 05:33:15
SESS_2332,CUST_0093,"['Product Detail Page', 'Cart Page', 'Homepage']",2022-09-15 04:15:19
SESS_2333,CUST_0764,"['Order Confirmation Page', 'Homepage', 'Checkout Page', 'Cart Page', 'Product Detail Page', 'Category Page']",2022-08-01 09:58:42
SESS_2334,CUST_0529,"['Category Page', 'Product Detail Page', 'Cart Page']",2023-05-14 04:27:33
SESS_2335,CUST_0828,"['Checkout Page', 'Homepage', 'Order Confirmation Page', 'Cart Page', 'Category Page']",2023-11-07 12:56:30
SESS_2336,CUST_0444,"['Product Detail Page', 'Category Page', 'Cart Page', 'Homepage']",2023-09-05 02:32:18
SESS_2337,CUST_0329,"['Category Page', 'Order Confirmation Page', 'Cart Page', 'Homepage']",2023-02-21 08:07:05
SESS_2338,CUST_0523,"['Order Confirmation Page', 'Checkout Page', 'Category Page']",2022-12-18 11:32:54
SESS_2339,CUST_0928,"['Category Page', 'Cart Page', 'Homepage', 'Product Detail Page']",2022-12-14 01:46:31
SESS_2340,CUST_0741,"['Checkout Page', 'Product Detail Page', 'Cart Page', 'Homepage']",2024-07-08 12:44:19
SESS_2341,CUST_0421,"['Checkout Page', 'Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Category Page', 'Homepage']",2023-01-29 15:35:56
SESS_2342,CUST_0238,"['Order Confirmation Page', 'Category Page', 'Product Detail Page']",2024-09-29 22:37:27
SESS_2343,CUST_0789,"['Order Confirmation Page', 'Product Detail Page', 'Checkout Page', 'Homepage', 'Cart Page', 'Category Page']",2022-11-08 07:28:51
SESS_2344,CUST_0210,"['Category Page', 'Checkout Page', 'Cart Page', 'Product Detail Page']",2024-07-20 22:02:14
SESS_2345,CUST_0069,"['Cart Page', 'Product Detail Page', 'Checkout Page', 'Category Page']",2023-09-17 10:04:16
SESS_2346,CUST_0896,"['Homepage', 'Category Page', 'Order Confirmation Page']",2022-08-31 11:59:05
SESS_2347,CUST_0001,"['Product Detail Page', 'Homepage', 'Checkout Page', 'Cart Page', 'Category Page', 'Order Confirmation Page']",2023-06-10 08:55:33
SESS_2348,CUST_0842,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Checkout Page', 'Category Page', 'Homepage']",2022-10-17 11:36:46
SESS_2349,CUST_0725,"['Cart Page', 'Order Confirmation Page', 'Category Page', 'Homepage']",2023-06-18 17:38:12
SESS_2350,CUST_0253,"['Homepage', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2023-11-25 14:30:26
SESS_2351,CUST_0223,"['Cart Page', 'Checkout Page', 'Homepage', 'Category Page', 'Product Detail Page']",2024-03-25 18:58:33
SESS_2352,CUST_0745,"['Cart Page', 'Checkout Page', 'Homepage']",2023-07-14 18:21:21
SESS_2353,CUST_0143,"['Checkout Page', 'Homepage', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2022-10-01 16:19:26
SESS_2354,CUST_0144,"['Checkout Page', 'Category Page', 'Homepage']",2024-01-19 21:33:56
SESS_2355,CUST_0479,"['Category Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2023-10-03 00:22:20
SESS_2356,CUST_0880,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Category Page', 'Homepage']",2023-09-18 18:21:39
SESS_2357,CUST_0397,"['Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Category Page', 'Homepage']",2023-06-01 22:58:24
SESS_2358,CUST_0722,"['Order Confirmation Page', 'Category Page', 'Cart Page', 'Product Detail Page', 'Checkout Page', 'Homepage']",2023-02-07 01:11:17
SESS_2359,CUST_0944,"['Checkout Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Cart Page', 'Order Confirmation Page']",2024-02-18 04:01:27
SESS_2360,CUST_0440,"['Checkout Page', 'Product Detail Page', 'Homepage']",2024-04-22 04:34:19
SESS_2361,CUST_0260,"['Cart Page', 'Category Page', 'Product Detail Page', 'Checkout Page', 'Order Confirmation Page']",2024-01-17 19:16:20
SESS_2362,CUST_0538,"['Checkout Page', 'Homepage', 'Cart Page', 'Order Confirmation Page', 'Category Page', 'Product Detail Page']",2023-01-19 00:19:18
SESS_2363,CUST_0992,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Homepage', 'Cart Page']",2024-07-18 22:54:27
SESS_2364,CUST_0168,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2022-10-04 10:09:25
SESS_2365,CUST_0160,"['Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Cart Page']",2024-03-04 21:17:04
SESS_2366,CUST_0012,"['Category Page', 'Cart Page', 'Order Confirmation Page', 'Checkout Page']",2023-11-08 10:06:14
SESS_2367,CUST_0781,"['Homepage', 'Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Checkout Page', 'Cart Page']",2023-09-21 07:30:54
SESS_2368,CUST_0945,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2024-04-05 09:55:11
SESS_2369,CUST_0758,"['Homepage', 'Cart Page', 'Order Confirmation Page']",2024-05-20 01:17:06
SESS_2370,CUST_0341,"['Category Page', 'Checkout Page', 'Cart Page', 'Product Detail Page']",2023-11-15 21:53:02
SESS_2371,CUST_0991,"['Cart Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2023-05-29 02:37:22
SESS_2372,CUST_0805,"['Category Page', 'Product Detail Page', 'Order Confirmation Page']",2024-06-08 14:14:01
SESS_2373,CUST_0959,"['Order Confirmation Page', 'Cart Page', 'Checkout Page']",2023-12-15 16:10:59
SESS_2374,CUST_0084,"['Homepage', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page']",2023-05-29 22:42:51
SESS_2375,CUST_0666,"['Order Confirmation Page', 'Cart Page', 'Category Page']",2023-02-17 08:34:42
SESS_2376,CUST_0590,"['Product Detail Page', 'Cart Page', 'Category Page', 'Checkout Page']",2023-04-08 19:50:11
SESS_2377,CUST_0147,"['Checkout Page', 'Order Confirmation Page', 'Category Page', 'Cart Page']",2022-11-18 19:13:53
SESS_2378,CUST_0541,"['Cart Page', 'Homepage', 'Product Detail Page']",2023-06-23 03:53:21
SESS_2379,CUST_0918,"['Category Page', 'Order Confirmation Page', 'Cart Page']",2023-11-29 21:22:20
SESS_2380,CUST_0876,"['Checkout Page', 'Category Page', 'Homepage', 'Order Confirmation Page']",2023-02-25 09:02:32
SESS_2381,CUST_0615,"['Order Confirmation Page', 'Category Page', 'Homepage', 'Cart Page', 'Product Detail Page', 'Checkout Page']",2023-04-20 18:47:36
SESS_2382,CUST_0081,"['Product Detail Page', 'Homepage', 'Cart Page', 'Checkout Page']",2024-06-16 19:02:23
SESS_2383,CUST_0908,"['Checkout Page', 'Order Confirmation Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Cart Page']",2022-12-30 09:51:02
SESS_2384,CUST_0712,"['Homepage', 'Cart Page', 'Checkout Page', 'Order Confirmation Page', 'Product Detail Page', 'Category Page']",2023-01-25 13:23:05
SESS_2385,CUST_0570,"['Order Confirmation Page', 'Homepage', 'Category Page']",2023-04-07 22:32:32
SESS_2386,CUST_0006,"['Cart Page', 'Order Confirmation Page', 'Category Page']",2024-08-27 03:50:25
SESS_2387,CUST_0712,"['Category Page', 'Homepage', 'Order Confirmation Page']",2023-08-05 12:58:51
SESS_2388,CUST_0075,"['Homepage', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page', 'Category Page']",2023-09-11 08:21:52
SESS_2389,CUST_0413,"['Checkout Page', 'Order Confirmation Page', 'Product Detail Page', 'Cart Page']",2022-11-21 13:59:44
SESS_2390,CUST_0252,"['Category Page', 'Product Detail Page', 'Cart Page', 'Order Confirmation Page', 'Homepage', 'Checkout Page']",2024-03-05 04:42:36
SESS_2391,CUST_0618,"['Product Detail Page', 'Cart Page', 'Order Confirmation Page', 'Category Page', 'Homepage', 'Checkout Page']",2023-10-25 22:29:56
SESS_2392,CUST_0552,"['Homepage', 'Product Detail Page', 'Cart Page']",2023-05-23 00:31:21
SESS_2393,CUST_0126,"['Cart Page', 'Category Page', 'Product Detail Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage']",2023-04-23 08:46:25
SESS_2394,CUST_0204,"['Checkout Page', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Category Page']",2023-10-31 04:41:03
SESS_2395,CUST_0797,"['Checkout Page', 'Cart Page', 'Order Confirmation Page']",2023-01-14 00:48:07
SESS_2396,CUST_0682,"['Homepage', 'Product Detail Page', 'Category Page', 'Order Confirmation Page', 'Checkout Page']",2023-07-01 04:44:25
SESS_2397,CUST_0467,"['Cart Page', 'Checkout Page', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2024-08-15 12:34:03
SESS_2398,CUST_0488,"['Checkout Page', 'Category Page', 'Order Confirmation Page', 'Product Detail Page', 'Cart Page']",2022-12-20 21:34:51
SESS_2399,CUST_0343,"['Order Confirmation Page', 'Cart Page', 'Category Page', 'Product Detail Page']",2022-09-19 07:38:17
SESS_2400,CUST_0717,"['Category Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page', 'Homepage']",2023-10-16 02:57:17
SESS_2401,CUST_0552,"['Product Detail Page', 'Homepage', 'Order Confirmation Page']",2024-02-04 10:41:31
SESS_2402,CUST_0250,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Category Page', 'Homepage']",2024-07-03 15:07:11
SESS_2403,CUST_0711,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage']",2024-06-04 05:06:38
SESS_2404,CUST_0437,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page']",2023-08-28 15:08:08
SESS_2405,CUST_0398,"['Category Page', 'Checkout Page', 'Cart Page', 'Homepage']",2024-01-24 06:09:31
SESS_2406,CUST_0678,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2024-02-27 01:09:20
SESS_2407,CUST_0888,"['Category Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2022-09-30 19:24:53
SESS_2408,CUST_0040,"['Cart Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page', 'Category Page', 'Product Detail Page']",2024-05-11 06:13:43
SESS_2409,CUST_0442,"['Checkout Page', 'Category Page', 'Cart Page', 'Order Confirmation Page']",2024-03-26 08:22:15
SESS_2410,CUST_0228,"['Homepage', 'Category Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2024-03-31 17:16:40
SESS_2411,CUST_0026,"['Homepage', 'Checkout Page', 'Category Page']",2023-01-11 13:51:01
SESS_2412,CUST_0155,"['Homepage', 'Category Page', 'Checkout Page']",2023-08-15 11:30:17
SESS_2413,CUST_0552,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2024-06-21 10:28:28
SESS_2414,CUST_0133,"['Order Confirmation Page', 'Homepage', 'Category Page']",2024-09-26 21:27:47
SESS_2415,CUST_0283,"['Cart Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2022-11-22 14:24:38
SESS_2416,CUST_0445,"['Cart Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page']",2023-04-10 03:08:05
SESS_2417,CUST_0840,"['Checkout Page', 'Homepage', 'Order Confirmation Page', 'Product Detail Page', 'Category Page', 'Cart Page']",2024-03-10 15:18:58
SESS_2418,CUST_0021,"['Homepage', 'Category Page', 'Checkout Page', 'Order Confirmation Page', 'Cart Page']",2022-08-27 11:27:24
SESS_2419,CUST_0689,"['Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Category Page', 'Cart Page', 'Checkout Page']",2023-12-16 05:31:07
SESS_2420,CUST_0882,"['Homepage', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2022-12-12 11:39:52
SESS_2421,CUST_0539,"['Category Page', 'Cart Page', 'Checkout Page']",2023-02-18 06:21:49
SESS_2422,CUST_0319,"['Checkout Page', 'Homepage', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2022-08-05 11:01:34
SESS_2423,CUST_0982,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Checkout Page', 'Category Page']",2022-11-28 17:23:53
SESS_2424,CUST_0002,"['Cart Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page']",2024-10-06 19:31:52
SESS_2425,CUST_0900,"['Homepage', 'Cart Page', 'Checkout Page', 'Product Detail Page']",2023-05-04 20:57:24
SESS_2426,CUST_0717,"['Homepage', 'Checkout Page', 'Category Page', 'Product Detail Page']",2023-09-21 06:14:23
SESS_2427,CUST_0934,"['Cart Page', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2022-10-16 03:04:21
SESS_2428,CUST_0727,"['Cart Page', 'Product Detail Page', 'Homepage']",2023-03-23 22:20:47
SESS_2429,CUST_0229,"['Homepage', 'Category Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2023-03-11 00:26:15
SESS_2430,CUST_0737,"['Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Cart Page']",2022-10-21 06:22:02
SESS_2431,CUST_0949,"['Order Confirmation Page', 'Checkout Page', 'Homepage', 'Cart Page']",2024-07-17 05:22:16
SESS_2432,CUST_0386,"['Cart Page', 'Homepage', 'Category Page', 'Product Detail Page']",2022-09-16 01:45:28
SESS_2433,CUST_0849,"['Checkout Page', 'Homepage', 'Product Detail Page', 'Category Page']",2022-09-18 14:32:51
SESS_2434,CUST_0734,"['Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Category Page', 'Cart Page']",2023-08-03 06:43:13
SESS_2435,CUST_0322,"['Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Checkout Page']",2024-03-19 07:14:50
SESS_2436,CUST_0098,"['Category Page', 'Cart Page', 'Homepage', 'Product Detail Page', 'Checkout Page', 'Order Confirmation Page']",2023-12-19 11:04:42
SESS_2437,CUST_0357,"['Homepage', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2024-02-05 23:59:21
SESS_2438,CUST_0466,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Category Page', 'Cart Page']",2022-12-26 14:34:04
SESS_2439,CUST_0203,"['Checkout Page', 'Category Page', 'Order Confirmation Page']",2022-11-20 08:01:38
SESS_2440,CUST_0127,"['Category Page', 'Checkout Page', 'Homepage', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2023-12-12 02:38:50
SESS_2441,CUST_0609,"['Product Detail Page', 'Category Page', 'Homepage', 'Cart Page', 'Order Confirmation Page', 'Checkout Page']",2022-11-03 11:50:20
SESS_2442,CUST_0206,"['Product Detail Page', 'Checkout Page', 'Category Page', 'Cart Page']",2024-02-09 00:18:01
SESS_2443,CUST_0774,"['Homepage', 'Category Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2023-09-16 13:41:56
SESS_2444,CUST_0302,"['Cart Page', 'Product Detail Page', 'Checkout Page', 'Category Page', 'Homepage', 'Order Confirmation Page']",2024-05-26 08:22:03
SESS_2445,CUST_0681,"['Category Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page', 'Cart Page']",2024-04-26 00:10:28
SESS_2446,CUST_0498,"['Category Page', 'Product Detail Page', 'Checkout Page']",2022-10-11 02:02:24
SESS_2447,CUST_0120,"['Product Detail Page', 'Cart Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page']",2023-11-24 14:32:04
SESS_2448,CUST_0079,"['Homepage', 'Cart Page', 'Order Confirmation Page']",2023-08-07 10:45:00
SESS_2449,CUST_0210,"['Cart Page', 'Homepage', 'Category Page', 'Product Detail Page', 'Checkout Page']",2022-10-21 07:42:32
SESS_2450,CUST_0834,"['Checkout Page', 'Cart Page', 'Order Confirmation Page', 'Category Page', 'Homepage', 'Product Detail Page']",2022-08-08 12:36:03
SESS_2451,CUST_0787,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage', 'Product Detail Page']",2023-05-25 14:43:36
SESS_2452,CUST_0613,"['Product Detail Page', 'Category Page', 'Homepage', 'Order Confirmation Page', 'Checkout Page', 'Cart Page']",2022-08-01 18:18:10
SESS_2453,CUST_0371,"['Checkout Page', 'Category Page', 'Order Confirmation Page']",2024-07-26 23:08:49
SESS_2454,CUST_0939,"['Cart Page', 'Order Confirmation Page', 'Category Page']",2024-05-12 14:23:50
SESS_2455,CUST_0015,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page']",2024-01-09 08:29:12
SESS_2456,CUST_0286,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2024-01-20 13:34:08
SESS_2457,CUST_0756,"['Product Detail Page', 'Cart Page', 'Category Page', 'Order Confirmation Page', 'Homepage', 'Checkout Page']",2022-09-19 05:49:38
SESS_2458,CUST_0007,"['Homepage', 'Category Page', 'Checkout Page', 'Cart Page']",2024-01-08 05:38:50
SESS_2459,CUST_0312,"['Checkout Page', 'Homepage', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page']",2023-08-07 07:59:51
SESS_2460,CUST_0909,"['Homepage', 'Checkout Page', 'Category Page', 'Order Confirmation Page']",2024-04-08 15:56:40
SESS_2461,CUST_0457,"['Homepage', 'Order Confirmation Page', 'Category Page', 'Checkout Page']",2023-05-16 16:51:33
SESS_2462,CUST_0653,"['Checkout Page', 'Homepage', 'Order Confirmation Page']",2023-01-12 12:11:05
SESS_2463,CUST_0848,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page']",2023-07-06 13:49:53
SESS_2464,CUST_0539,"['Category Page', 'Order Confirmation Page', 'Checkout Page']",2024-05-04 20:28:07
SESS_2465,CUST_0476,"['Cart Page', 'Category Page', 'Product Detail Page']",2023-01-04 18:21:12
SESS_2466,CUST_0227,"['Cart Page', 'Category Page', 'Homepage', 'Checkout Page', 'Product Detail Page']",2023-11-26 04:59:35
SESS_2467,CUST_0408,"['Homepage', 'Category Page', 'Order Confirmation Page']",2024-02-14 13:09:01
SESS_2468,CUST_0112,"['Cart Page', 'Category Page', 'Product Detail Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page']",2022-09-21 20:45:18
SESS_2469,CUST_0033,"['Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Cart Page', 'Homepage']",2022-12-20 17:12:37
SESS_2470,CUST_0648,"['Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Homepage', 'Category Page']",2024-06-24 20:52:52
SESS_2471,CUST_0042,"['Checkout Page', 'Homepage', 'Order Confirmation Page', 'Category Page', 'Cart Page', 'Product Detail Page']",2024-07-15 03:43:48
SESS_2472,CUST_0616,"['Cart Page', 'Checkout Page', 'Homepage', 'Category Page', 'Product Detail Page', 'Order Confirmation Page']",2024-04-20 00:41:16
SESS_2473,CUST_0652,"['Checkout Page', 'Category Page', 'Homepage', 'Order Confirmation Page']",2023-04-21 05:46:38
SESS_2474,CUST_0756,"['Order Confirmation Page', 'Homepage', 'Cart Page']",2024-06-23 02:15:57
SESS_2475,CUST_0093,"['Homepage', 'Order Confirmation Page', 'Checkout Page', 'Category Page', 'Product Detail Page']",2024-02-17 23:25:34
SESS_2476,CUST_0313,"['Cart Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page', 'Category Page']",2023-03-02 04:30:58
SESS_2477,CUST_0138,"['Checkout Page', 'Cart Page', 'Category Page', 'Product Detail Page']",2022-10-13 17:44:24
SESS_2478,CUST_0499,"['Cart Page', 'Homepage', 'Checkout Page', 'Product Detail Page', 'Category Page']",2024-04-28 09:47:09
SESS_2479,CUST_0024,"['Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2023-08-28 01:46:01
SESS_2480,CUST_0392,"['Checkout Page', 'Homepage', 'Category Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2023-11-10 12:17:58
SESS_2481,CUST_0707,"['Checkout Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page', 'Category Page', 'Cart Page']",2024-05-27 05:53:15
SESS_2482,CUST_0427,"['Checkout Page', 'Cart Page', 'Homepage']",2024-06-23 10:32:42
SESS_2483,CUST_0686,"['Product Detail Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page', 'Category Page', 'Cart Page']",2023-12-19 11:40:50
SESS_2484,CUST_0498,"['Checkout Page', 'Cart Page', 'Homepage', 'Order Confirmation Page']",2024-05-09 09:20:54
SESS_2485,CUST_0033,"['Checkout Page', 'Category Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2024-07-18 08:18:58
SESS_2486,CUST_0696,"['Category Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2022-10-10 12:47:38
SESS_2487,CUST_0139,"['Order Confirmation Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Checkout Page', 'Cart Page']",2024-03-20 11:13:08
SESS_2488,CUST_0421,"['Cart Page', 'Checkout Page', 'Product Detail Page', 'Category Page']",2023-06-14 21:30:55
SESS_2489,CUST_0191,"['Checkout Page', 'Order Confirmation Page', 'Category Page', 'Product Detail Page', 'Homepage']",2024-02-17 08:59:25
SESS_2490,CUST_0677,"['Homepage', 'Product Detail Page', 'Category Page', 'Checkout Page']",2024-01-18 02:04:03
SESS_2491,CUST_0309,"['Category Page', 'Homepage', 'Order Confirmation Page']",2023-10-13 13:29:38
SESS_2492,CUST_0353,"['Category Page', 'Homepage', 'Checkout Page', 'Product Detail Page']",2022-10-27 09:49:46
SESS_2493,CUST_0187,"['Cart Page', 'Category Page', 'Product Detail Page', 'Checkout Page']",2024-02-10 04:40:05
SESS_2494,CUST_0998,"['Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Cart Page', 'Homepage']",2024-01-15 22:13:47
SESS_2495,CUST_0396,"['Category Page', 'Cart Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage']",2023-01-14 06:25:09
SESS_2496,CUST_0627,"['Homepage', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page', 'Category Page']",2022-10-28 05:15:56
SESS_2497,CUST_0963,"['Homepage', 'Product Detail Page', 'Checkout Page', 'Category Page', 'Cart Page', 'Order Confirmation Page']",2023-08-29 21:33:53
SESS_2498,CUST_0334,"['Cart Page', 'Homepage', 'Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Checkout Page']",2023-05-02 19:54:54
SESS_2499,CUST_0014,"['Homepage', 'Checkout Page', 'Product Detail Page', 'Cart Page']",2024-01-28 17:00:01
SESS_2500,CUST_0084,"['Product Detail Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page', 'Category Page']",2024-01-29 15:42:43
SESS_2501,CUST_0285,"['Order Confirmation Page', 'Category Page', 'Cart Page', 'Homepage', 'Product Detail Page']",2022-09-27 05:50:43
SESS_2502,CUST_0794,"['Cart Page', 'Category Page', 'Checkout Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage']",2023-03-13 08:06:16
SESS_2503,CUST_0099,"['Checkout Page', 'Order Confirmation Page', 'Cart Page', 'Category Page', 'Homepage', 'Product Detail Page']",2023-08-29 00:19:17
SESS_2504,CUST_0382,"['Cart Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2023-10-31 16:08:21
SESS_2505,CUST_0818,"['Order Confirmation Page', 'Product Detail Page', 'Checkout Page', 'Homepage']",2024-08-08 02:25:51
SESS_2506,CUST_0277,"['Cart Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2023-03-19 05:25:40
SESS_2507,CUST_0434,"['Homepage', 'Cart Page', 'Product Detail Page', 'Category Page']",2023-12-23 19:02:01
SESS_2508,CUST_0306,"['Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Homepage', 'Category Page']",2024-01-11 23:05:42
SESS_2509,CUST_0617,"['Category Page', 'Product Detail Page', 'Homepage']",2022-08-16 12:51:15
SESS_2510,CUST_0712,"['Checkout Page', 'Cart Page', 'Order Confirmation Page', 'Homepage', 'Category Page']",2023-09-13 03:54:55
SESS_2511,CUST_0100,"['Cart Page', 'Order Confirmation Page', 'Category Page']",2022-08-21 23:08:32
SESS_2512,CUST_0515,"['Homepage', 'Checkout Page', 'Category Page', 'Cart Page']",2024-05-14 05:27:45
SESS_2513,CUST_0819,"['Cart Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page', 'Category Page']",2024-06-20 01:14:30
SESS_2514,CUST_0288,"['Category Page', 'Homepage', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page']",2023-07-23 05:28:29
SESS_2515,CUST_0738,"['Category Page', 'Order Confirmation Page', 'Product Detail Page', 'Checkout Page', 'Cart Page', 'Homepage']",2024-05-15 22:52:57
SESS_2516,CUST_0270,"['Checkout Page', 'Category Page', 'Product Detail Page']",2023-08-24 14:43:50
SESS_2517,CUST_0314,"['Product Detail Page', 'Checkout Page', 'Order Confirmation Page']",2023-03-16 01:08:48
SESS_2518,CUST_0891,"['Product Detail Page', 'Homepage', 'Category Page', 'Order Confirmation Page']",2023-09-26 11:10:20
SESS_2519,CUST_0737,"['Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2023-01-19 09:09:48
SESS_2520,CUST_0389,"['Category Page', 'Cart Page', 'Order Confirmation Page', 'Homepage', 'Checkout Page']",2024-02-10 11:14:44
SESS_2521,CUST_0215,"['Category Page', 'Cart Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page']",2024-10-04 00:48:00
SESS_2522,CUST_0389,"['Product Detail Page', 'Checkout Page', 'Category Page', 'Order Confirmation Page']",2023-03-24 18:40:28
SESS_2523,CUST_0506,"['Checkout Page', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Category Page']",2023-01-04 00:27:34
SESS_2524,CUST_0649,"['Category Page', 'Homepage', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page']",2023-12-10 22:08:56
SESS_2525,CUST_0028,"['Product Detail Page', 'Checkout Page', 'Cart Page']",2023-12-03 01:02:46
SESS_2526,CUST_0959,"['Homepage', 'Cart Page', 'Order Confirmation Page', 'Checkout Page', 'Category Page', 'Product Detail Page']",2022-09-29 01:17:42
SESS_2527,CUST_0593,"['Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Cart Page', 'Homepage', 'Category Page']",2024-03-10 07:32:35
SESS_2528,CUST_0958,"['Category Page', 'Order Confirmation Page', 'Homepage', 'Cart Page', 'Checkout Page', 'Product Detail Page']",2023-09-08 11:59:09
SESS_2529,CUST_0877,"['Homepage', 'Order Confirmation Page', 'Checkout Page', 'Category Page', 'Cart Page']",2022-10-22 17:37:19
SESS_2530,CUST_0088,"['Homepage', 'Category Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2024-06-12 04:34:45
SESS_2531,CUST_0873,"['Product Detail Page', 'Homepage', 'Category Page', 'Order Confirmation Page']",2023-01-04 12:24:36
SESS_2532,CUST_0199,"['Homepage', 'Order Confirmation Page', 'Cart Page']",2023-12-28 02:56:30
SESS_2533,CUST_0038,"['Homepage', 'Order Confirmation Page', 'Cart Page', 'Category Page', 'Checkout Page']",2023-09-07 01:01:50
SESS_2534,CUST_0622,"['Homepage', 'Order Confirmation Page', 'Product Detail Page', 'Checkout Page', 'Cart Page', 'Category Page']",2024-04-14 09:05:54
SESS_2535,CUST_0608,"['Homepage', 'Checkout Page', 'Category Page', 'Order Confirmation Page', 'Cart Page']",2022-09-17 14:32:26
