Transaction ID,Promotion Type,Promotional Period
TXN_1312,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1313,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1314,10% Off,2024-03-01 to 2024-03-31
TXN_1315,No Promotion,
TXN_1316,10% Off,2022-10-01 to 2022-10-31
TXN_1317,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1318,No Promotion,
TXN_1319,No Promotion,
TXN_1320,10% Off,2024-03-01 to 2024-03-31
TXN_1321,No Promotion,
TXN_1322,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1323,No Promotion,
TXN_1324,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1325,10% Off,2022-10-01 to 2022-10-31
TXN_1326,No Promotion,
TXN_1327,No Promotion,
TXN_1328,Free Shipping,2023-09-15 to 2023-09-30
TXN_1329,10% Off,2024-09-01 to 2024-09-15
TXN_1330,No Promotion,
TXN_1331,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1332,No Promotion,
TXN_1333,No Promotion,
TXN_1334,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1335,No Promotion,
TXN_1336,10% Off,2023-02-01 to 2023-02-15
TXN_1337,No Promotion,
TXN_1338,No Promotion,
TXN_1339,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1340,No Promotion,
TXN_1341,No Promotion,
TXN_1342,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1343,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1344,No Promotion,
TXN_1345,No Promotion,
TXN_1346,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1347,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1348,No Promotion,
TXN_1349,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1350,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1351,No Promotion,
TXN_1352,Free Shipping,2023-10-01 to 2023-10-15
TXN_1353,No Promotion,
TXN_1354,No Promotion,
TXN_1355,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1356,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1357,No Promotion,
TXN_1358,No Promotion,
TXN_1359,No Promotion,
TXN_1360,No Promotion,
TXN_1361,No Promotion,
TXN_1362,10% Off,2024-03-01 to 2024-03-31
TXN_1363,Free Shipping,2022-09-01 to 2022-09-30
TXN_1364,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1365,No Promotion,
TXN_1366,No Promotion,
TXN_1367,Free Shipping,2023-09-15 to 2023-09-30
TXN_1368,No Promotion,
TXN_1369,No Promotion,
TXN_1370,No Promotion,
TXN_1371,No Promotion,
TXN_1372,No Promotion,
TXN_1373,No Promotion,
TXN_1374,Free Shipping,2023-10-01 to 2023-10-15
TXN_1375,10% Off,2024-03-01 to 2024-03-31
TXN_1376,Free Shipping,2022-09-01 to 2022-09-30
TXN_1377,No Promotion,
TXN_1378,10% Off,2024-09-01 to 2024-09-15
TXN_1379,Free Shipping,2023-10-01 to 2023-10-15
TXN_1380,10% Off,2022-10-01 to 2022-10-31
TXN_1381,No Promotion,
TXN_1382,10% Off,2022-10-01 to 2022-10-31
TXN_1383,No Promotion,
TXN_1384,No Promotion,
TXN_1385,Free Shipping,2024-07-01 to 2024-07-15
TXN_1386,No Promotion,
TXN_1387,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1388,10% Off,2024-03-01 to 2024-03-31
TXN_1389,No Promotion,
TXN_1390,No Promotion,
TXN_1391,No Promotion,
TXN_1392,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1393,No Promotion,
TXN_1394,No Promotion,
TXN_1395,No Promotion,
TXN_1396,No Promotion,
TXN_1397,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1398,No Promotion,
TXN_1399,10% Off,2024-09-01 to 2024-09-15
TXN_1400,No Promotion,
TXN_1401,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1402,No Promotion,
TXN_1403,No Promotion,
TXN_1404,No Promotion,
TXN_1405,No Promotion,
TXN_1406,Free Shipping,2022-09-01 to 2022-09-30
TXN_1407,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1408,Free Shipping,2023-09-15 to 2023-09-30
TXN_1409,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1410,10% Off,2024-09-01 to 2024-09-15
TXN_1411,No Promotion,
TXN_1412,No Promotion,
TXN_1413,No Promotion,
TXN_1414,No Promotion,
TXN_1415,Free Shipping,2022-09-01 to 2022-09-30
TXN_1416,No Promotion,
TXN_1417,No Promotion,
TXN_1418,No Promotion,
TXN_1419,No Promotion,
TXN_1420,No Promotion,
TXN_1421,No Promotion,
TXN_1422,No Promotion,
TXN_1423,No Promotion,
TXN_1424,10% Off,2024-09-01 to 2024-09-15
TXN_1425,No Promotion,
TXN_1426,10% Off,2024-03-01 to 2024-03-31
TXN_1427,Free Shipping,2022-09-01 to 2022-09-30
TXN_1428,Free Shipping,2023-09-15 to 2023-09-30
TXN_1429,No Promotion,
TXN_1430,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1431,No Promotion,
TXN_1432,No Promotion,
TXN_1433,No Promotion,
TXN_1434,No Promotion,
TXN_1435,10% Off,2024-03-01 to 2024-03-31
TXN_1436,Free Shipping,2022-09-01 to 2022-09-30
TXN_1437,No Promotion,
TXN_1438,No Promotion,
TXN_1439,No Promotion,
TXN_1440,No Promotion,
TXN_1441,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1442,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1443,No Promotion,
TXN_1444,Free Shipping,2023-10-01 to 2023-10-15
TXN_1445,Free Shipping,2022-09-01 to 2022-09-30
TXN_1446,No Promotion,
TXN_1447,10% Off,2023-02-01 to 2023-02-15
TXN_1448,No Promotion,
TXN_1449,No Promotion,
TXN_1450,Free Shipping,2022-09-01 to 2022-09-30
TXN_1451,No Promotion,
TXN_1452,No Promotion,
TXN_1453,Free Shipping,2023-09-15 to 2023-09-30
TXN_1454,10% Off,2023-07-01 to 2023-07-15
TXN_1455,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1456,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1457,No Promotion,
TXN_1458,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1459,No Promotion,
TXN_1460,No Promotion,
TXN_1461,No Promotion,
TXN_1462,No Promotion,
TXN_1463,Free Shipping,2022-09-01 to 2022-09-30
TXN_1464,No Promotion,
TXN_1465,No Promotion,
TXN_1466,No Promotion,
TXN_1467,Free Shipping,2023-10-01 to 2023-10-15
TXN_1468,No Promotion,
TXN_1469,No Promotion,
TXN_1470,No Promotion,
TXN_1471,No Promotion,
TXN_1472,10% Off,2022-10-01 to 2022-10-31
TXN_1473,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1474,No Promotion,
TXN_1475,No Promotion,
TXN_1476,No Promotion,
TXN_1477,No Promotion,
TXN_1478,No Promotion,
TXN_1479,Free Shipping,2023-10-01 to 2023-10-15
TXN_1480,10% Off,2022-10-01 to 2022-10-31
TXN_1481,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1482,No Promotion,
TXN_1483,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1484,No Promotion,
TXN_1485,No Promotion,
TXN_1486,10% Off,2022-10-01 to 2022-10-31
TXN_1487,No Promotion,
TXN_1488,Free Shipping,2022-09-01 to 2022-09-30
TXN_1489,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1490,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1491,Free Shipping,2023-10-01 to 2023-10-15
TXN_1492,No Promotion,
TXN_1493,Free Shipping,2022-09-01 to 2022-09-30
TXN_1494,No Promotion,
TXN_1495,No Promotion,
TXN_1496,No Promotion,
TXN_1497,No Promotion,
TXN_1498,Free Shipping,2022-09-01 to 2022-09-30
TXN_1499,No Promotion,
TXN_1500,10% Off,2023-02-01 to 2023-02-15
TXN_1501,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1502,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1503,Free Shipping,2023-09-15 to 2023-09-30
TXN_1504,No Promotion,
TXN_1505,No Promotion,
TXN_1506,No Promotion,
TXN_1507,No Promotion,
TXN_1508,Free Shipping,2024-07-01 to 2024-07-15
TXN_1509,No Promotion,
TXN_1510,No Promotion,
TXN_1511,Free Shipping,2024-07-01 to 2024-07-15
TXN_1512,No Promotion,
TXN_1513,No Promotion,
TXN_1514,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1515,10% Off,2023-07-01 to 2023-07-15
TXN_1516,No Promotion,
TXN_1517,No Promotion,
TXN_1518,Free Shipping,2022-09-01 to 2022-09-30
TXN_1519,No Promotion,
TXN_1520,No Promotion,
TXN_1521,No Promotion,
TXN_1522,10% Off,2023-02-01 to 2023-02-15
TXN_1523,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1524,Free Shipping,2023-10-01 to 2023-10-15
TXN_1525,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1526,No Promotion,
TXN_1527,Free Shipping,2022-09-01 to 2022-09-30
TXN_1528,No Promotion,
TXN_1529,No Promotion,
TXN_1530,No Promotion,
TXN_1531,No Promotion,
TXN_1532,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1533,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1534,Free Shipping,2024-07-01 to 2024-07-15
TXN_1535,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1536,No Promotion,
TXN_1537,No Promotion,
TXN_1538,Free Shipping,2023-10-01 to 2023-10-15
TXN_1539,No Promotion,
TXN_1540,No Promotion,
TXN_1541,No Promotion,
TXN_1542,No Promotion,
TXN_1543,No Promotion,
TXN_1544,Free Shipping,2023-09-15 to 2023-09-30
TXN_1545,No Promotion,
TXN_1546,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1547,No Promotion,
TXN_1548,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1549,No Promotion,
TXN_1550,No Promotion,
TXN_1551,No Promotion,
TXN_1552,No Promotion,
TXN_1553,No Promotion,
TXN_1554,No Promotion,
TXN_1555,No Promotion,
TXN_1556,No Promotion,
TXN_1557,No Promotion,
TXN_1558,10% Off,2024-03-01 to 2024-03-31
TXN_1559,No Promotion,
TXN_1560,No Promotion,
TXN_1561,No Promotion,
TXN_1562,No Promotion,
TXN_1563,No Promotion,
TXN_1564,No Promotion,
TXN_1565,Free Shipping,2022-09-01 to 2022-09-30
TXN_1566,Free Shipping,2022-09-01 to 2022-09-30
TXN_1567,No Promotion,
TXN_1568,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1569,No Promotion,
TXN_1570,No Promotion,
TXN_1571,No Promotion,
TXN_1572,No Promotion,
TXN_1573,No Promotion,
TXN_1574,10% Off,2022-10-01 to 2022-10-31
TXN_1575,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1576,No Promotion,
TXN_1577,Free Shipping,2024-07-01 to 2024-07-15
TXN_1578,No Promotion,
TXN_1579,No Promotion,
TXN_1580,Free Shipping,2023-10-01 to 2023-10-15
TXN_1581,No Promotion,
TXN_1582,No Promotion,
TXN_1583,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1584,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1585,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1586,No Promotion,
TXN_1587,No Promotion,
TXN_1588,10% Off,2022-10-01 to 2022-10-31
TXN_1589,No Promotion,
TXN_1590,10% Off,2024-03-01 to 2024-03-31
TXN_1591,No Promotion,
TXN_1592,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1593,No Promotion,
TXN_1594,No Promotion,
TXN_1595,No Promotion,
TXN_1596,No Promotion,
TXN_1597,No Promotion,
TXN_1598,No Promotion,
TXN_1599,10% Off,2024-03-01 to 2024-03-31
TXN_1600,No Promotion,
TXN_1601,No Promotion,
TXN_1602,10% Off,2022-10-01 to 2022-10-31
TXN_1603,10% Off,2023-02-01 to 2023-02-15
TXN_1604,10% Off,2023-07-01 to 2023-07-15
TXN_1605,10% Off,2022-10-01 to 2022-10-31
TXN_1606,No Promotion,
TXN_1607,No Promotion,
TXN_1608,Free Shipping,2023-09-15 to 2023-09-30
TXN_1609,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1610,No Promotion,
TXN_1611,No Promotion,
TXN_1612,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1613,No Promotion,
TXN_1614,Free Shipping,2022-09-01 to 2022-09-30
TXN_1615,No Promotion,
TXN_1616,No Promotion,
TXN_1617,10% Off,2024-03-01 to 2024-03-31
TXN_1618,No Promotion,
TXN_1619,10% Off,2023-02-01 to 2023-02-15
TXN_1620,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1621,No Promotion,
TXN_1622,No Promotion,
TXN_1623,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1624,No Promotion,
TXN_1625,No Promotion,
TXN_1626,No Promotion,
TXN_1627,No Promotion,
TXN_1628,No Promotion,
TXN_1629,Free Shipping,2023-10-01 to 2023-10-15
TXN_1630,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1631,No Promotion,
TXN_1632,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1633,10% Off,2022-10-01 to 2022-10-31
TXN_1634,10% Off,2024-03-01 to 2024-03-31
TXN_1635,No Promotion,
TXN_1636,10% Off,2022-10-01 to 2022-10-31
TXN_1637,No Promotion,
TXN_1638,No Promotion,
TXN_1639,No Promotion,
TXN_1640,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1641,No Promotion,
TXN_1642,No Promotion,
TXN_1643,No Promotion,
TXN_1644,No Promotion,
TXN_1645,10% Off,2023-07-01 to 2023-07-15
TXN_1646,No Promotion,
TXN_1647,No Promotion,
TXN_1648,10% Off,2022-10-01 to 2022-10-31
TXN_1649,No Promotion,
TXN_1650,No Promotion,
TXN_1651,10% Off,2024-03-01 to 2024-03-31
TXN_1652,10% Off,2022-10-01 to 2022-10-31
TXN_1653,No Promotion,
TXN_1654,Free Shipping,2022-09-01 to 2022-09-30
TXN_1655,No Promotion,
TXN_1656,Free Shipping,2024-07-01 to 2024-07-15
TXN_1657,Free Shipping,2022-09-01 to 2022-09-30
TXN_1658,No Promotion,
TXN_1659,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1660,No Promotion,
TXN_1661,No Promotion,
TXN_1662,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1663,Free Shipping,2022-09-01 to 2022-09-30
TXN_1664,10% Off,2024-09-01 to 2024-09-15
TXN_1665,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1666,No Promotion,
TXN_1667,No Promotion,
TXN_1668,No Promotion,
TXN_1669,No Promotion,
TXN_1670,No Promotion,
TXN_1671,No Promotion,
TXN_1672,No Promotion,
TXN_1673,10% Off,2024-03-01 to 2024-03-31
TXN_1674,No Promotion,
TXN_1675,No Promotion,
TXN_1676,10% Off,2023-07-01 to 2023-07-15
TXN_1677,Free Shipping,2022-09-01 to 2022-09-30
TXN_1678,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1679,No Promotion,
TXN_1680,No Promotion,
TXN_1681,No Promotion,
TXN_1682,10% Off,2022-10-01 to 2022-10-31
TXN_1683,No Promotion,
TXN_1684,No Promotion,
TXN_1685,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1686,No Promotion,
TXN_1687,No Promotion,
TXN_1688,No Promotion,
TXN_1689,No Promotion,
TXN_1690,Free Shipping,2023-10-01 to 2023-10-15
TXN_1691,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1692,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1693,No Promotion,
TXN_1694,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1695,No Promotion,
TXN_1696,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1697,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1698,No Promotion,
TXN_1699,No Promotion,
TXN_1700,No Promotion,
TXN_1701,No Promotion,
TXN_1702,Free Shipping,2024-07-01 to 2024-07-15
TXN_1703,No Promotion,
TXN_1704,No Promotion,
TXN_1705,No Promotion,
TXN_1706,Free Shipping,2023-10-01 to 2023-10-15
TXN_1707,No Promotion,
TXN_1708,10% Off,2024-09-01 to 2024-09-15
TXN_1709,No Promotion,
TXN_1710,Free Shipping,2022-09-01 to 2022-09-30
TXN_1711,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1712,No Promotion,
TXN_1713,No Promotion,
TXN_1714,No Promotion,
TXN_1715,No Promotion,
TXN_1716,No Promotion,
TXN_1717,10% Off,2023-02-01 to 2023-02-15
TXN_1718,No Promotion,
TXN_1719,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1720,No Promotion,
TXN_1721,No Promotion,
TXN_1722,No Promotion,
TXN_1723,No Promotion,
TXN_1724,No Promotion,
TXN_1725,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1726,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1727,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1728,No Promotion,
TXN_1729,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1730,No Promotion,
TXN_1731,10% Off,2024-03-01 to 2024-03-31
TXN_1732,No Promotion,
TXN_1733,No Promotion,
TXN_1734,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1735,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1736,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1737,Free Shipping,2022-09-01 to 2022-09-30
TXN_1738,10% Off,2024-03-01 to 2024-03-31
TXN_1739,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1740,No Promotion,
TXN_1741,No Promotion,
TXN_1742,No Promotion,
TXN_1743,No Promotion,
TXN_1744,No Promotion,
TXN_1745,No Promotion,
TXN_1746,No Promotion,
TXN_1747,No Promotion,
TXN_1748,No Promotion,
TXN_1749,Free Shipping,2023-09-15 to 2023-09-30
TXN_1750,No Promotion,
TXN_1751,No Promotion,
TXN_1752,No Promotion,
TXN_1753,No Promotion,
TXN_1754,No Promotion,
TXN_1755,No Promotion,
TXN_1756,No Promotion,
TXN_1757,No Promotion,
TXN_1758,No Promotion,
TXN_1759,No Promotion,
TXN_1760,Free Shipping,2023-09-15 to 2023-09-30
TXN_1761,10% Off,2023-02-01 to 2023-02-15
TXN_1762,No Promotion,
TXN_1763,No Promotion,
TXN_1764,No Promotion,
TXN_1765,No Promotion,
TXN_1766,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1767,No Promotion,
TXN_1768,No Promotion,
TXN_1769,No Promotion,
TXN_1770,No Promotion,
TXN_1771,10% Off,2024-03-01 to 2024-03-31
TXN_1772,No Promotion,
TXN_1773,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1774,No Promotion,
TXN_1775,No Promotion,
TXN_1776,No Promotion,
TXN_1777,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1778,10% Off,2024-03-01 to 2024-03-31
TXN_1779,10% Off,2022-10-01 to 2022-10-31
TXN_1780,No Promotion,
TXN_1781,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1782,No Promotion,
TXN_1783,No Promotion,
TXN_1784,Free Shipping,2023-10-01 to 2023-10-15
TXN_1785,No Promotion,
TXN_1786,No Promotion,
TXN_1787,No Promotion,
TXN_1788,Free Shipping,2023-09-15 to 2023-09-30
TXN_1789,No Promotion,
TXN_1790,No Promotion,
TXN_1791,No Promotion,
TXN_1792,10% Off,2024-03-01 to 2024-03-31
TXN_1793,No Promotion,
TXN_1794,No Promotion,
TXN_1795,No Promotion,
TXN_1796,No Promotion,
TXN_1797,No Promotion,
TXN_1798,No Promotion,
TXN_1799,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1800,No Promotion,
TXN_1801,10% Off,2022-10-01 to 2022-10-31
TXN_1802,No Promotion,
TXN_1803,No Promotion,
TXN_1804,No Promotion,
TXN_1805,No Promotion,
TXN_1806,No Promotion,
TXN_1807,No Promotion,
TXN_1808,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1809,No Promotion,
TXN_1810,10% Off,2024-03-01 to 2024-03-31
TXN_1811,10% Off,2024-03-01 to 2024-03-31
TXN_1812,10% Off,2023-02-01 to 2023-02-15
TXN_1813,10% Off,2023-07-01 to 2023-07-15
TXN_1814,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1815,No Promotion,
TXN_1816,No Promotion,
TXN_1817,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1818,No Promotion,
TXN_1819,No Promotion,
TXN_1820,Free Shipping,2022-09-01 to 2022-09-30
TXN_1821,No Promotion,
TXN_1822,10% Off,2022-10-01 to 2022-10-31
TXN_1823,No Promotion,
TXN_1824,No Promotion,
TXN_1825,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1826,No Promotion,
TXN_1827,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1828,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1829,No Promotion,
TXN_1830,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1831,No Promotion,
TXN_1832,No Promotion,
TXN_1833,No Promotion,
TXN_1834,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1835,10% Off,2023-02-01 to 2023-02-15
TXN_1836,No Promotion,
TXN_1837,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1838,Free Shipping,2022-09-01 to 2022-09-30
TXN_1839,No Promotion,
TXN_1840,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1841,No Promotion,
TXN_1842,10% Off,2023-07-01 to 2023-07-15
TXN_1843,No Promotion,
TXN_1844,No Promotion,
TXN_1845,Free Shipping,2023-09-15 to 2023-09-30
TXN_1846,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1847,No Promotion,
TXN_1848,10% Off,2023-02-01 to 2023-02-15
TXN_1849,10% Off,2024-03-01 to 2024-03-31
TXN_1850,No Promotion,
TXN_1851,No Promotion,
TXN_1852,No Promotion,
TXN_1853,No Promotion,
TXN_1854,No Promotion,
TXN_1855,10% Off,2024-03-01 to 2024-03-31
TXN_1856,No Promotion,
TXN_1857,No Promotion,
TXN_1858,No Promotion,
TXN_1859,No Promotion,
TXN_1860,No Promotion,
TXN_1861,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1862,No Promotion,
TXN_1863,No Promotion,
TXN_1864,No Promotion,
TXN_1865,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1866,10% Off,2024-09-01 to 2024-09-15
TXN_1867,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1868,10% Off,2024-03-01 to 2024-03-31
TXN_1869,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1870,Free Shipping,2022-09-01 to 2022-09-30
TXN_1871,10% Off,2022-10-01 to 2022-10-31
TXN_1872,No Promotion,
TXN_1873,10% Off,2022-10-01 to 2022-10-31
TXN_1874,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1875,10% Off,2023-07-01 to 2023-07-15
TXN_1876,No Promotion,
TXN_1877,10% Off,2024-03-01 to 2024-03-31
TXN_1878,No Promotion,
TXN_1879,No Promotion,
TXN_1880,No Promotion,
TXN_1881,No Promotion,
TXN_1882,No Promotion,
TXN_1883,10% Off,2022-10-01 to 2022-10-31
TXN_1884,No Promotion,
TXN_1885,No Promotion,
TXN_1886,No Promotion,
TXN_1887,No Promotion,
TXN_1888,No Promotion,
TXN_1889,No Promotion,
TXN_1890,No Promotion,
TXN_1891,No Promotion,
TXN_1892,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1893,Free Shipping,2023-09-15 to 2023-09-30
TXN_1894,No Promotion,
TXN_1895,No Promotion,
TXN_1896,10% Off,2023-07-01 to 2023-07-15
TXN_1897,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1898,No Promotion,
TXN_1899,10% Off,2022-10-01 to 2022-10-31
TXN_1900,No Promotion,
TXN_1901,No Promotion,
TXN_1902,Free Shipping,2023-10-01 to 2023-10-15
TXN_1903,No Promotion,
TXN_1904,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1905,10% Off,2023-02-01 to 2023-02-15
TXN_1906,No Promotion,
TXN_1907,No Promotion,
TXN_1908,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1909,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1910,No Promotion,
TXN_1911,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1912,No Promotion,
TXN_1913,No Promotion,
TXN_1914,No Promotion,
TXN_1915,No Promotion,
TXN_1916,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1917,Free Shipping,2022-09-01 to 2022-09-30
TXN_1918,No Promotion,
TXN_1919,No Promotion,
TXN_1920,No Promotion,
TXN_1921,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1922,No Promotion,
TXN_1923,No Promotion,
TXN_1924,No Promotion,
TXN_1925,No Promotion,
TXN_1926,No Promotion,
TXN_1927,No Promotion,
TXN_1928,No Promotion,
TXN_1929,No Promotion,
TXN_1930,No Promotion,
TXN_1931,No Promotion,
TXN_1932,No Promotion,
TXN_1933,10% Off,2024-03-01 to 2024-03-31
TXN_1934,No Promotion,
TXN_1935,10% Off,2023-07-01 to 2023-07-15
TXN_1936,10% Off,2022-10-01 to 2022-10-31
TXN_1937,Free Shipping,2023-10-01 to 2023-10-15
TXN_1938,No Promotion,
TXN_1939,No Promotion,
TXN_1940,No Promotion,
TXN_1941,No Promotion,
TXN_1942,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1943,No Promotion,
TXN_1944,10% Off,2022-10-01 to 2022-10-31
TXN_1945,No Promotion,
TXN_1946,10% Off,2022-10-01 to 2022-10-31
TXN_1947,No Promotion,
TXN_1948,No Promotion,
TXN_1949,10% Off,2024-03-01 to 2024-03-31
TXN_1950,No Promotion,
TXN_1951,No Promotion,
TXN_1952,Free Shipping,2023-09-15 to 2023-09-30
TXN_1953,No Promotion,
TXN_1954,10% Off,2024-03-01 to 2024-03-31
TXN_1955,No Promotion,
TXN_1956,10% Off,2022-10-01 to 2022-10-31
TXN_1957,No Promotion,
TXN_1958,No Promotion,
TXN_1959,No Promotion,
TXN_1960,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1961,No Promotion,
TXN_1962,No Promotion,
TXN_1963,No Promotion,
TXN_1964,No Promotion,
TXN_1965,10% Off,2024-09-01 to 2024-09-15
TXN_1966,No Promotion,
TXN_1967,No Promotion,
TXN_1968,No Promotion,
TXN_1969,No Promotion,
TXN_1970,No Promotion,
TXN_1971,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
